iter	Logloss
243	0.2969842105
244	0.2969575906
245	0.2969270043
246	0.2968904252
247	0.2968668863
248	0.2968346164
249	0.2968088082
250	0.2967787566
251	0.2967507053
252	0.2967206096
253	0.2966872562
254	0.2966615932
255	0.2966326423
256	0.2966073985
257	0.2965680828
258	0.2965324717
259	0.2965020874
260	0.2964626071
261	0.2964328462
262	0.2963960654
263	0.2963624546
264	0.2963293243
265	0.2963105604
266	0.2962692815
267	0.2962410143
268	0.2962115914
269	0.2961853895
270	0.2961486396
271	0.2961160131
272	0.2960891426
273	0.2960582023
274	0.2960331543
275	0.2960066672
276	0.2959795329
277	0.29595156
278	0.2959193559
279	0.2958819788
280	0.2958595659
281	0.295839375
282	0.2958079062
283	0.2957771252
284	0.2957358685
285	0.2957048149
286	0.29568107
287	0.2956413195
288	0.295609331
289	0.2955715304
290	0.2955309034
291	0.2955055512
292	0.2954752992
293	0.2954435518
294	0.2954135417
295	0.2953919832
296	0.2953573993
297	0.2953450598
298	0.2953191415
299	0.2952875163
300	0.2952565139
301	0.2952242334
302	0.2952053436
303	0.2951770785
304	0.2951442241
305	0.2951145086
306	0.2950873828
307	0.2950716332
308	0.2950401515
309	0.2950060639
310	0.2949825638
311	0.2949567757
312	0.2949202574
313	0.2948998883
314	0.2948661637
315	0.2948463632
316	0.2948224743
317	0.2947936235
318	0.2947575846
319	0.294719939
320	0.2946818487
321	0.2946564792
322	0.2946253844
323	0.2945985736
324	0.2945658932
325	0.2945428666
326	0.2945132159
327	0.2944915548
328	0.2944684781
329	0.2944421998
330	0.2944129011
331	0.2943986412
332	0.2943664959
333	0.2943443592
334	0.294317413
335	0.2943001277
336	0.2942882844
337	0.2942671589
338	0.2942345541
339	0.2942056187
340	0.2941853919
341	0.2941562944
342	0.294132949
343	0.2941062917
344	0.2940890036
345	0.2940484413
346	0.2940102404
347	0.2939862454
348	0.293960574
349	0.2939373095
350	0.2939115812
351	0.2938851673
352	0.293862414
353	0.2938409197
354	0.2938152494
355	0.2937842261
356	0.2937504083
357	0.2937107378
358	0.293683184
359	0.2936498786
360	0.2936259794
361	0.2936107941
362	0.2935843751
363	0.2935582317
364	0.2935390867
365	0.2935178021
366	0.2934881304
367	0.2934655361
368	0.2934333604
369	0.2934040426
370	0.2933705277
371	0.2933436681
372	0.2933125234
373	0.2932781186
374	0.2932408045
375	0.2932137082
376	0.2931863545
377	0.2931608003
378	0.2931361717
379	0.2931102249
380	0.2930845145
381	0.2930513929
382	0.293028334
383	0.2930043946
384	0.2929782928
385	0.2929523501
386	0.2929284813
387	0.2929051357
388	0.292885183
389	0.2928615093
390	0.2928440507
391	0.2928175464
392	0.2927906976
393	0.2927653808
394	0.2927387116
395	0.2927079825
396	0.2926847191
397	0.2926599101
398	0.2926394017
399	0.292615529
400	0.2925801884
401	0.2925578179
402	0.2925345742
403	0.2925094096
404	0.2924809299
405	0.292458176
406	0.2924373082
407	0.2924072155
408	0.2923807838
409	0.2923505068
410	0.2923219434
411	0.2922975669
412	0.2922680563
413	0.2922340239
414	0.2922105428
415	0.292184949
416	0.2921622333
417	0.2921439113
418	0.2921204672
419	0.2920963451
420	0.2920728996
421	0.2920437047
422	0.2920203451
423	0.2920011297
424	0.2919843081
425	0.291961887
426	0.291939059
427	0.2919133826
428	0.2918876599
429	0.2918541952
430	0.291832
431	0.2918163921
432	0.291795167
433	0.2917544477
434	0.2917275717
435	0.291703653
436	0.2916796343
437	0.2916606697
438	0.2916398018
439	0.2916191219
440	0.2915895685
441	0.2915702342
442	0.2915467884
443	0.2915253719
444	0.2914906558
445	0.2914699092
446	0.2914482997
447	0.2914153816
448	0.2913906729
449	0.2913612963
450	0.2913436502
451	0.2913164364
452	0.2912923016
453	0.2912694714
454	0.2912340545
455	0.2912074095
456	0.2911903827
457	0.2911547814
458	0.2911368636
459	0.2911174073
460	0.291098413
461	0.2910733937
462	0.2910505857
463	0.2910331521
464	0.2910011516
465	0.2909814614
466	0.2909534615
467	0.2909284093
468	0.2909092133
469	0.2908845943
470	0.2908570694
471	0.2908321039
472	0.2908118901
473	0.2907965446
474	0.290774352
475	0.2907529701
476	0.2907243024
477	0.2906954076
478	0.2906715369
479	0.2906392123
480	0.2906201341
481	0.2905947091
482	0.2905761671
483	0.2905457181
484	0.2905172361
485	0.2904952332
486	0.290478723
487	0.2904565346
488	0.2904353414
489	0.2904071239
490	0.290386072
491	0.2903574436
492	0.2903359991
493	0.2903100481
494	0.2902914563
495	0.2902706707
496	0.2902504613
497	0.2902262598
498	0.2902020253
499	0.2901782003
500	0.2901511981
501	0.2901301967
502	0.2900994255
503	0.2900801981
504	0.2900625822
505	0.2900408045
506	0.2900238237
507	0.2900041164
508	0.2899810007
509	0.2899563221
510	0.2899300459
511	0.2899146503
512	0.2898981832
513	0.2898646929
514	0.2898410601
515	0.2898201238
516	0.2897946958
517	0.2897743513
518	0.2897484446
519	0.2897255912
520	0.2897008179
521	0.2896740116
522	0.2896552504
523	0.2896345613
524	0.2896173387
525	0.2896001202
526	0.2895790121
527	0.2895611163
528	0.2895445208
529	0.2895150456
530	0.2894896434
531	0.2894706333
532	0.2894567378
533	0.2894347095
534	0.2894088183
535	0.289383978
536	0.2893576745
537	0.2893403368
538	0.2893226445
539	0.289295103
540	0.2892715959
541	0.289247732
542	0.2892227678
543	0.2891923302
544	0.2891595308
545	0.2891364206
546	0.2891215303
547	0.2891007346
548	0.2890797319
549	0.2890521633
550	0.2890344496
551	0.2890141453
552	0.2889902817
553	0.2889635886
554	0.2889475281
555	0.2889231308
556	0.2889009045
557	0.2888898043
558	0.2888662777
559	0.2888481142
560	0.2888319488
561	0.2888136483
562	0.2888011494
563	0.2887744457
564	0.2887478302
565	0.288729283
566	0.2886997267
567	0.2886731507
568	0.2886542532
569	0.2886356959
570	0.2886163448
571	0.2885988226
572	0.2885748636
573	0.2885577428
574	0.2885316315
575	0.2885165878
576	0.2884996307
577	0.2884709117
578	0.2884514445
579	0.2884208324
580	0.2883918489
581	0.2883810671
582	0.2883538241
583	0.2883307727
584	0.2883071662
585	0.2882791375
586	0.2882477217
587	0.2882247479
588	0.2882005826
589	0.288174464
590	0.288156527
591	0.2881392031
592	0.2881185667
593	0.2881025961
594	0.2880847696
595	0.2880642415
596	0.2880508474
597	0.2880248083
598	0.2880027195
599	0.287978887
600	0.2879650513
601	0.2879416192
602	0.2879149138
603	0.2878920735
604	0.2878701839
605	0.2878550185
606	0.2878380816
607	0.2878068379
608	0.2877883845
609	0.2877658227
610	0.2877457643
611	0.2877227901
612	0.2876992329
613	0.2876786637
614	0.2876533515
615	0.2876335195
616	0.2876102785
617	0.2875926946
618	0.2875636801
619	0.2875438631
620	0.2875260941
621	0.2875098758
622	0.2874968171
623	0.2874763371
624	0.2874457355
625	0.2874285299
626	0.287410977
627	0.2873905074
628	0.287372823
629	0.2873549836
630	0.2873325798
631	0.2873165997
632	0.2872943154
633	0.2872704921
634	0.2872432994
635	0.2872251679
636	0.2872060158
637	0.2871909603
638	0.2871753038
639	0.2871519976
640	0.2871320935
641	0.2871123475
642	0.2870949075
643	0.2870811756
644	0.2870591082
645	0.2870361269
646	0.2870126761
647	0.2869955163
648	0.2869759806
649	0.2869511811
650	0.2869323603
651	0.2869140353
652	0.2868962809
653	0.2868777704
654	0.286857645
655	0.2868360984
656	0.286811334
657	0.2867823824
658	0.286757312
659	0.2867356653
660	0.2867164558
661	0.2866942417
662	0.2866724789
663	0.2866511018
664	0.286636101
665	0.2866129263
666	0.2865937793
667	0.286572232
668	0.2865567501
669	0.2865390035
670	0.2865131566
671	0.2864971612
672	0.2864755403
673	0.286456244
674	0.2864438124
675	0.2864247375
676	0.2864009441
677	0.2863839242
678	0.286361155
679	0.2863424601
680	0.2863138148
681	0.286296033
682	0.2862776994
683	0.2862540269
684	0.2862341291
685	0.2862138715
686	0.2861872682
687	0.2861637036
688	0.2861396109
689	0.2861248549
690	0.2861085737
691	0.2860877371
692	0.2860631578
693	0.2860378076
694	0.2860109164
695	0.28599149
696	0.2859785506
697	0.2859596298
698	0.2859416527
699	0.2859287366
700	0.2859063171
701	0.2858884965
702	0.2858638994
703	0.2858404028
704	0.2858182139
705	0.2857983125
706	0.2857788056
707	0.2857574428
708	0.2857320656
709	0.2857168767
710	0.2857012497
711	0.2856780913
712	0.2856592958
713	0.2856453127
714	0.2856340797
715	0.2856172261
716	0.2855917944
717	0.2855693931
718	0.2855459785
719	0.2855222311
720	0.2854980812
721	0.2854744526
722	0.2854585667
723	0.2854386947
724	0.28541589
725	0.2853945526
726	0.2853781933
727	0.2853519338
728	0.2853257925
729	0.2853033493
730	0.2852705558
731	0.285248911
732	0.285225778
733	0.2852116886
734	0.2851903993
735	0.2851705272
736	0.2851532541
737	0.2851309005
738	0.2851114221
739	0.2850915952
740	0.2850751185
741	0.2850595059
742	0.2850387144
743	0.2850180643
744	0.2850014382
745	0.2849765781
746	0.2849546153
747	0.2849348655
748	0.2849223559
749	0.2849055953
750	0.2848795039
751	0.2848615689
752	0.2848479166
753	0.2848250451
754	0.2848053371
755	0.2847830001
756	0.2847676436
757	0.284742318
758	0.2847242631
759	0.2847146755
760	0.2846954848
761	0.2846743917
762	0.2846582073
763	0.2846337968
764	0.2846163232
765	0.2846011548
766	0.284573702
767	0.2845598533
768	0.2845393049
769	0.2845232128
770	0.284500226
771	0.284476988
772	0.2844502237
773	0.2844189274
774	0.2844052016
775	0.2843805441
776	0.2843610379
777	0.2843419505
778	0.2843225416
779	0.2843013794
780	0.2842763199
781	0.2842565557
782	0.2842316694
783	0.2842094728
784	0.2841899729
785	0.2841765992
786	0.284154961
787	0.2841348268
788	0.284105318
789	0.2840834813
790	0.284063997
791	0.28403139
792	0.2840064052
793	0.2839938992
794	0.2839716278
795	0.283948572
796	0.2839270969
797	0.2839041032
798	0.2838933653
799	0.283874156
800	0.2838579824
801	0.2838350474
802	0.2838191961
803	0.2838061914
804	0.2837836581
805	0.2837622071
806	0.2837514941
807	0.2837270783
808	0.2837024986
809	0.2836919414
810	0.2836659622
811	0.2836463238
812	0.2836239701
813	0.2836071273
814	0.2835905657
815	0.2835646235
816	0.2835408142
817	0.2835154652
818	0.283485622
819	0.2834636422
820	0.2834462052
821	0.2834259092
822	0.2834042249
823	0.2833869156
824	0.2833592226
825	0.2833378157
826	0.2833058363
827	0.2832900869
828	0.2832699983
829	0.2832567656
830	0.2832258504
831	0.2832060559
832	0.283177101
833	0.2831615621
834	0.2831365393
835	0.2831216609
836	0.2830911885
837	0.2830757843
838	0.2830578595
839	0.2830352951
840	0.2830154325
841	0.283001586
842	0.2829813939
843	0.2829635384
844	0.2829478131
845	0.282933012
846	0.2829168883
847	0.2828966544
848	0.2828787038
849	0.2828532821
850	0.2828351356
851	0.2828160926
852	0.2827931905
853	0.2827697818
854	0.2827424022
855	0.2827251972
856	0.28269904
857	0.2826770435
858	0.2826509726
859	0.2826204812
860	0.2825933916
861	0.2825774955
862	0.2825598944
863	0.2825462777
864	0.2825230975
865	0.2824978965
866	0.2824752958
867	0.2824517196
868	0.2824387066
869	0.2824191519
870	0.2823959594
871	0.2823822812
872	0.282363847
873	0.2823483413
874	0.2823281457
875	0.2823094685
876	0.2822939143
877	0.2822716664
878	0.2822467946
879	0.2822239003
880	0.2821945151
881	0.2821778526
882	0.2821607659
883	0.2821404282
884	0.2821202862
885	0.2821003546
886	0.2820831972
887	0.2820634854
888	0.2820452912
889	0.2820205503
890	0.2820063459
891	0.2819831873
892	0.2819621291
893	0.2819376643
894	0.2819234258
895	0.2819089212
896	0.2819038567
897	0.2818787511
898	0.2818607316
899	0.2818401117
900	0.2818270361
901	0.28180839
902	0.2817868731
903	0.2817623228
904	0.2817455036
905	0.2817239679
906	0.2817036413
907	0.2816862979
908	0.2816660523
909	0.281646132
910	0.281627334
911	0.2815990066
912	0.2815751592
913	0.2815578811
914	0.2815324733
915	0.2815191532
916	0.2814997172
917	0.2814790486
918	0.2814623266
919	0.2814379465
920	0.2814192777
921	0.2813973752
922	0.2813777038
923	0.2813627724
924	0.2813426445
925	0.2813307304
926	0.2813162871
927	0.2812928158
928	0.2812777358
929	0.2812501267
930	0.2812386467
931	0.2812135092
932	0.2811975774
933	0.2811834283
934	0.2811613508
935	0.2811378396
936	0.2811110018
937	0.2810868974
938	0.2810688028
939	0.2810460482
940	0.2810319457
941	0.2810050981
942	0.280987698
943	0.2809653165
944	0.2809530747
945	0.2809329336
946	0.280913032
947	0.2808948937
948	0.2808735515
949	0.2808514071
950	0.2808330953
951	0.2808169385
952	0.2807926599
953	0.2807701953
954	0.2807473512
955	0.2807263969
956	0.2807150513
957	0.2806977123
958	0.280686134
959	0.280672926
960	0.2806436853
961	0.2806167172
962	0.2806054065
963	0.2805851166
964	0.2805652074
965	0.280550261
966	0.2805269348
967	0.2805160397
968	0.2804954965
969	0.280470054
970	0.2804462906
971	0.2804235072
972	0.2804076372
973	0.2803882657
974	0.2803666594
975	0.2803394307
976	0.2803281312
977	0.2803123101
978	0.2802898693
979	0.2802680702
980	0.280246967
981	0.2802232343
982	0.2802056286
983	0.2801898359
984	0.2801677482
985	0.2801429484
986	0.2801232651
987	0.2801080087
988	0.2800892138
989	0.2800634233
990	0.2800443513
991	0.2800285859
992	0.2800145072
993	0.2799946975
994	0.2799773419
995	0.2799560836
996	0.2799350179
997	0.2799137968
998	0.279899411
999	0.279880662
1000	0.2798606964
1001	0.2798430842
1002	0.2798312974
1003	0.2798133669
1004	0.2797950776
1005	0.2797762145
1006	0.2797589274
1007	0.2797426681
1008	0.2797227593
1009	0.2797013003
1010	0.2796789091
1011	0.2796590757
1012	0.2796403045
1013	0.2796155324
1014	0.2796032582
1015	0.2795905276
1016	0.2795729439
1017	0.2795564175
1018	0.2795358424
1019	0.2795214254
1020	0.279500713
1021	0.2794840905
1022	0.279473428
1023	0.2794608037
1024	0.2794436913
1025	0.2794256522
1026	0.2794006474
1027	0.2793878732
1028	0.2793707085
1029	0.279358107
1030	0.2793464461
1031	0.2793339371
1032	0.2793118247
1033	0.2792875343
1034	0.2792627445
1035	0.2792437575
1036	0.279220964
1037	0.2791998174
1038	0.2791808785
1039	0.2791540241
1040	0.279128034
1041	0.279108578
1042	0.2790892412
1043	0.2790669356
1044	0.2790446291
1045	0.2790209858
1046	0.2790029855
1047	0.27898486
1048	0.278964856
1049	0.2789421084
1050	0.2789247785
1051	0.2789102715
1052	0.2788911581
1053	0.2788771801
1054	0.2788589461
1055	0.2788419286
1056	0.2788236041
1057	0.2787979395
1058	0.2787765685
1059	0.2787561793
1060	0.2787349162
1061	0.278718644
1062	0.2787020952
1063	0.2786866203
1064	0.2786684862
1065	0.2786522817
1066	0.2786280886
1067	0.2786011914
1068	0.2785825431
1069	0.2785585123
1070	0.2785449625
1071	0.2785191387
1072	0.2784998678
1073	0.2784829947
1074	0.278467056
1075	0.2784426419
1076	0.2784222259
1077	0.2784105393
1078	0.2783949443
1079	0.2783837949
1080	0.2783627127
1081	0.278347821
1082	0.2783290011
1083	0.2782933495
1084	0.2782689153
1085	0.2782554554
1086	0.278232327
1087	0.2782078769
1088	0.2781891861
1089	0.2781758243
1090	0.278153777
1091	0.2781355537
1092	0.2781221758
1093	0.2781038369
1094	0.2780827252
1095	0.2780720441
1096	0.2780590262
1097	0.2780404141
1098	0.2780215762
1099	0.2780021314
1100	0.2779829805
1101	0.2779719123
1102	0.2779520029
1103	0.2779308609
1104	0.2779133734
1105	0.2778908517
1106	0.2778727662
1107	0.2778563419
1108	0.2778401356
1109	0.2778179435
1110	0.2778067658
1111	0.277790216
1112	0.2777672091
1113	0.277739936
1114	0.2777256318
1115	0.2777013162
1116	0.2776855297
1117	0.2776721076
1118	0.2776552426
1119	0.2776335789
1120	0.2776031733
1121	0.2775819564
1122	0.2775609354
1123	0.2775387943
1124	0.27751526
1125	0.2775018852
1126	0.2774813791
1127	0.27746772
1128	0.2774485821
1129	0.277422172
1130	0.2774082313
1131	0.2773941838
1132	0.2773797197
1133	0.2773660781
1134	0.2773521747
1135	0.277329158
1136	0.2773120842
1137	0.2772897508
1138	0.2772683884
1139	0.2772509814
1140	0.2772260775
1141	0.2772022312
1142	0.2771789948
1143	0.2771561053
1144	0.2771355375
1145	0.2771162684
1146	0.2771042931
1147	0.2770768592
1148	0.2770637257
1149	0.2770393001
1150	0.2770237275
1151	0.2770052914
1152	0.2769836931
1153	0.2769688441
1154	0.2769521118
1155	0.2769270886
1156	0.2769105075
1157	0.2768980275
1158	0.2768799393
1159	0.2768604116
1160	0.2768370318
1161	0.2768230528
1162	0.2767917736
1163	0.2767754723
1164	0.2767603263
1165	0.2767468085
1166	0.2767193894
1167	0.2767011645
1168	0.2766783357
1169	0.2766599283
1170	0.2766462485
1171	0.276629946
1172	0.2766093496
1173	0.2765975299
1174	0.2765797113
1175	0.2765645939
1176	0.2765426059
1177	0.2765287043
1178	0.2765125168
1179	0.2765020605
1180	0.2764860733
1181	0.2764718991
1182	0.2764556856
1183	0.2764370134
1184	0.2764210793
1185	0.2764009016
1186	0.2763787634
1187	0.2763584565
1188	0.2763391514
1189	0.2763207656
1190	0.2763108492
1191	0.2762962304
1192	0.2762799332
1193	0.2762610192
1194	0.2762507887
1195	0.2762369773
1196	0.2762159289
1197	0.2761921441
1198	0.2761769952
1199	0.2761618483
1200	0.2761399809
1201	0.2761220739
1202	0.276111833
1203	0.2760966488
1204	0.2760764827
1205	0.2760628675
1206	0.2760402958
1207	0.2760191395
1208	0.2760014718
1209	0.275989235
1210	0.2759689533
1211	0.2759575167
1212	0.2759341439
1213	0.2759188343
1214	0.2759052516
1215	0.2758887306
1216	0.2758695393
1217	0.2758532037
1218	0.2758296106
1219	0.275813545
1220	0.2757979933
1221	0.2757782045
1222	0.2757530837
1223	0.2757315042
1224	0.2757171399
1225	0.2757013778
1226	0.2756858486
1227	0.2756666781
1228	0.2756517482
1229	0.2756384014
1230	0.2756170439
1231	0.2756017434
1232	0.2755832494
1233	0.2755697128
1234	0.2755480979
1235	0.2755367266
1236	0.2755242602
1237	0.2755084436
1238	0.2754981441
1239	0.2754843743
1240	0.2754697189
1241	0.2754561445
1242	0.2754413936
1243	0.2754253854
1244	0.2753977066
1245	0.2753771969
1246	0.2753567482
1247	0.275340086
1248	0.2753235173
1249	0.2753082617
1250	0.2752920895
1251	0.2752749168
1252	0.2752613562
1253	0.2752494409
1254	0.2752361694
1255	0.2752183028
1256	0.2752012511
1257	0.2751872969
1258	0.2751689223
1259	0.2751556956
1260	0.275143128
1261	0.2751244062
1262	0.2751104999
1263	0.2750999678
1264	0.2750764543
1265	0.2750572427
1266	0.275037186
1267	0.2750240318
1268	0.2750054835
1269	0.2749963844
1270	0.2749772113
1271	0.2749581794
1272	0.274942868
1273	0.2749346268
1274	0.2749102364
1275	0.2748881205
1276	0.2748651797
1277	0.2748462149
1278	0.2748347854
1279	0.2748205626
1280	0.274809259
1281	0.2747929559
1282	0.2747654645
1283	0.2747519963
1284	0.2747311715
1285	0.274721408
1286	0.274700527
1287	0.2746825636
1288	0.2746691928
1289	0.2746563379
1290	0.2746369572
1291	0.2746240184
1292	0.2746051451
1293	0.2745862213
1294	0.2745692494
1295	0.2745530229
1296	0.2745342452
1297	0.2745103329
1298	0.2744948843
1299	0.2744746803
1300	0.2744545036
1301	0.274426235
1302	0.2744051478
1303	0.274391264
1304	0.2743763519
1305	0.274346439
1306	0.2743287315
1307	0.2743128619
1308	0.2742958156
1309	0.274278567
1310	0.2742571214
1311	0.2742349778
1312	0.274214614
1313	0.2741924125
1314	0.274177526
1315	0.2741605157
1316	0.2741412204
1317	0.2741221192
1318	0.2741130358
1319	0.2740945857
1320	0.2740788749
1321	0.2740595485
1322	0.2740441657
1323	0.2740329084
1324	0.2740208083
1325	0.2740073938
1326	0.2739877784
1327	0.2739715241
1328	0.2739498773
1329	0.2739315412
1330	0.2739214305
1331	0.2738983073
1332	0.2738767624
1333	0.2738503873
1334	0.2738254696
1335	0.2738190458
1336	0.2737968345
1337	0.2737748269
1338	0.2737610753
1339	0.2737472906
1340	0.2737271556
1341	0.273701046
1342	0.273680242
1343	0.2736639019
1344	0.2736503753
1345	0.2736387258
1346	0.2736228305
1347	0.2736093847
1348	0.2735851336
1349	0.273568454
1350	0.2735502122
1351	0.2735251875
1352	0.2735134809
1353	0.2734944238
1354	0.273472989
1355	0.2734593633
1356	0.2734428609
1357	0.2734143492
1358	0.2733939316
1359	0.2733778988
1360	0.2733549086
1361	0.2733403523
1362	0.2733295895
1363	0.2733045725
1364	0.2732915476
1365	0.2732686099
1366	0.2732538255
1367	0.2732328785
1368	0.273212189
1369	0.2731866019
1370	0.2731761636
1371	0.2731514639
1372	0.273130079
1373	0.2731166231
1374	0.2731041449
1375	0.273085645
1376	0.273058802
1377	0.2730477748
1378	0.2730313656
1379	0.2730211217
1380	0.2730006351
1381	0.2729894736
1382	0.2729612583
1383	0.27294584
1384	0.2729347747
1385	0.2729167073
1386	0.2728974055
1387	0.2728780367
1388	0.272863349
1389	0.2728396211
1390	0.2728243919
1391	0.2728122805
1392	0.272797227
1393	0.2727834472
1394	0.272768766
1395	0.2727531831
1396	0.2727397531
1397	0.2727175484
1398	0.2726975611
1399	0.2726840819
1400	0.2726648235
1401	0.2726523192
1402	0.2726320997
1403	0.2726157826
1404	0.2726061527
1405	0.2725878023
1406	0.2725745471
1407	0.2725605871
1408	0.2725443151
1409	0.2725248106
1410	0.2725047966
1411	0.2724926341
1412	0.2724787001
1413	0.2724566453
1414	0.2724466582
1415	0.2724373347
1416	0.2724215305
1417	0.2724102911
1418	0.2723857087
1419	0.2723676324
1420	0.2723533511
1421	0.2723312258
1422	0.2723117536
1423	0.2722998667
1424	0.272279614
1425	0.2722599275
1426	0.2722453832
1427	0.2722334043
1428	0.2722071157
1429	0.2721853839
1430	0.2721665627
1431	0.2721464227
1432	0.2721235339
1433	0.2721041784
1434	0.2720890202
1435	0.2720739997
1436	0.2720522353
1437	0.272041009
1438	0.2720288785
1439	0.2720060479
1440	0.2719748864
1441	0.2719649627
1442	0.2719439799
1443	0.2719244814
1444	0.2719066394
1445	0.27188836
1446	0.2718717796
1447	0.2718488034
1448	0.2718317929
1449	0.2718180451
1450	0.2717986309
1451	0.2717823714
1452	0.2717709014
1453	0.2717508352
1454	0.2717398686
1455	0.2717242795
1456	0.271707053
1457	0.2716868144
1458	0.2716646397
1459	0.2716431184
1460	0.2716328107
1461	0.2716144851
1462	0.2715967556
1463	0.2715846662
1464	0.2715665627
1465	0.2715494909
1466	0.2715305791
1467	0.2715122577
1468	0.2715017088
1469	0.2714912892
1470	0.2714743942
1471	0.2714595663
1472	0.2714374285
1473	0.2714173862
1474	0.2714003621
1475	0.2713902021
1476	0.2713809376
1477	0.2713678076
1478	0.2713468125
1479	0.2713307937
1480	0.271304015
1481	0.2712926513
1482	0.2712746097
1483	0.2712552571
1484	0.2712463746
1485	0.2712238352
1486	0.2712083437
1487	0.2711941755
1488	0.2711741941
1489	0.2711584996
1490	0.2711495336
1491	0.2711333902
1492	0.2711120076
1493	0.2710870167
1494	0.2710698568
1495	0.2710555402
1496	0.2710431587
1497	0.27102047
1498	0.2710089053
1499	0.2709915382
1500	0.2709790722
1501	0.2709694616
1502	0.2709550496
1503	0.2709391132
1504	0.2709256289
1505	0.2709124257
1506	0.2709004187
1507	0.2708797721
1508	0.2708692568
1509	0.2708468469
1510	0.270834856
1511	0.2708167546
1512	0.2708027453
1513	0.270782685
